id,session_id,date,confirmationsCount,confirmations,result,loss_reason
536,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:18:33+02:00,3,"[""Ranging Doji Break"",""Gap"",""Triple Pattern Retrace""]",loss,"[""Bad entry."",""Going against momentum.""]"
537,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:23:06+02:00,3,"[""Exhaustion Candle Retrace"",""Round Number Rejection"",""Gap""]",win,
538,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:27:17+02:00,3,"[""Strong S/R Rejection"",""Market Sequence"",""With The Trend""]",win,
539,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:49:02+02:00,3,"[""Ranging Doji Break"",""Strong S/R Rejection"",""Gap""]",loss,"[""Going against momentum.""]"
540,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:53:03+02:00,4,"[""Micro Range"",""Ranging Doji Break"",""Gap"",""Double Pattern Retrace""]",loss,"[""Bad entry.""]"
541,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:55:06+02:00,3,"[""Gap"",""Double Pattern Retrace"",""With The Trend""]",win,
542,3b87fba8-0e1f-4221-b89a-46a918a6d8e5,2025-07-23T21:55:08+02:00,3,"[""Gap"",""Double Pattern Retrace"",""With The Trend""]",win,
543,2b65c774-3671-427d-93f9-00c9e4a1812b,2025-07-25T16:29:02+02:00,3,"[""QM Rejection"",""Supply/Demand Rejection"",""Ranging Doji Break""]",win,
544,46000024-6310-4fe3-8c20-8b7489622c16,2025-07-25T17:28:20+02:00,2,"[""Market Sequence"",""With The Trend""]",win,
545,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T20:37:12+02:00,3,"[""Strong S/R Rejection"",""CPR Rejection"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
546,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T20:38:05+02:00,3,"[""Gap"",""CPR Rejection"",""Strong S/R Rejection""]",loss,"[""Random trade.""]"
547,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T21:03:06+02:00,3,"[""Ranging Doji Break"",""Round Number Rejection"",""CPR Rejection""]",win,
548,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T21:13:03+02:00,3,"[""Ranging Doji Break"",""CPR Rejection"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
549,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T21:20:11+02:00,2,"[""Strong S/R Rejection"",""QM Rejection""]",win,
550,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T21:25:02+02:00,3,"[""CPR Rejection"",""Round Number Rejection"",""Gap""]",win,
551,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T21:33:07+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Gap""]",win,
552,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T21:44:02+02:00,2,"[""Ranging Doji Break"",""CPR Rejection""]",loss,"[""Random trade."",""Bad entry.""]"
553,b06a0c82-4519-4fe0-b86f-23576b15bdcc,2025-07-26T22:12:00+02:00,4,"[""Double Pattern Retrace"",""Exhaustion Candle Retrace"",""Ranging Doji Break"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
554,fe7f4346-48ed-4df8-a7fd-a2ace9145236,2025-07-27T21:50:05+02:00,3,"[""Supply/Demand Rejection"",""Ranging Doji Break"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
555,fe7f4346-48ed-4df8-a7fd-a2ace9145236,2025-07-27T22:07:56+02:00,4,"[""Double Pattern Retrace"",""Gap"",""Strong S/R Break"",""Micro Range""]",win,
556,fe7f4346-48ed-4df8-a7fd-a2ace9145236,2025-07-27T22:32:03+02:00,4,"[""Gap"",""Double Pattern Retrace"",""Round Number Break"",""Market Sequence""]",loss,"[""Going against the trend.""]"
557,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T20:58:54+02:00,4,"[""CPR Rejection"",""Ranging Doji Break"",""Exhaustion Candle Retrace"",""Double Pattern Retrace""]",win,
558,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:08:09+02:00,3,"[""Double Pattern Retrace"",""Ranging Doji Break"",""CPR Rejection""]",win,
559,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:14:03+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Gap""]",loss,"[""Bad luck. Trade was solid.""]"
560,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:21:05+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Double Pattern Retrace""]",loss,"[""Going against the trend.""]"
561,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:22:55+02:00,1,"[""QM Rejection""]",loss,"[""Bad luck. Trade was solid."",""Going against momentum.""]"
562,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:34:30+02:00,2,"[""Market Sequence"",""Double Pattern Retrace""]",win,
563,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:36:02+02:00,4,"[""Exhaustion Candle Retrace"",""Round Number Rejection"",""Supply/Demand Rejection"",""Market Sequence""]",win,
564,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T21:51:06+02:00,2,"[""QM Rejection"",""Round Number Rejection""]",win,
565,072215f4-bc92-4458-adf3-5b40f302e51c,2025-07-29T22:08:06+02:00,5,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Gap"",""With The Trend"",""Supply/Demand Rejection""]",loss,"[""Bad luck. Trade was solid.""]"
566,881dcdeb-1c6a-4b34-99c2-d676f1590eb1,2025-08-01T15:40:18+02:00,3,"[""Double Pattern Retrace"",""Gap"",""Round Number Break""]",win,
567,881dcdeb-1c6a-4b34-99c2-d676f1590eb1,2025-08-01T15:42:03+02:00,2,"[""CPR Rejection"",""Round Number Rejection""]",loss,"[""Random trade.""]"
568,881dcdeb-1c6a-4b34-99c2-d676f1590eb1,2025-08-01T16:07:59+02:00,4,"[""Double Pattern Retrace"",""Ranging Doji Break"",""Round Number Break"",""Gap""]",win,
569,881dcdeb-1c6a-4b34-99c2-d676f1590eb1,2025-08-01T16:09:03+02:00,3,"[""CPR Rejection"",""Ranging Doji Break"",""Double Pattern Retrace""]",loss,"[""Random trade.""]"
571,db069c61-f99d-4483-9122-fd50a17fedae,2025-08-02T21:45:03+02:00,4,"[""Ranging Doji Break"",""Double Pattern Retrace"",""Round Number Break"",""CPR Rejection""]",win,
572,db069c61-f99d-4483-9122-fd50a17fedae,2025-08-02T22:39:11+02:00,3,"[""Micro Range"",""Ranging Doji Break"",""CPR Rejection""]",loss,"[""Bad luck. Trade was solid."",""Random trade.""]"
